CaseNumber,IUCR,Description,LocationDescription,Arrest,District,CommunityArea,UpdatedOn,Latitude,Longitude,Date,Time,Year,Month,Day
JH262301,486.0,DOMESTIC BATTERY SIMPLE,VACANT LOT / LAND,0,10,29,2024-12-21 15:40:46,41.8661,-87.7292,2024-05-13,19:45:00,2024,5,13
JH260888,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,12,28,2024-12-21 15:40:46,41.8776,-87.6796,2024-05-12,22:14:00,2024,5,12
JH262335,486.0,DOMESTIC BATTERY SIMPLE,SIDEWALK,0,14,22,2024-12-21 15:40:46,41.9177,-87.6813,2024-05-13,21:00:00,2024,5,13
JH262077,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,1,32,2024-12-21 15:40:46,41.8795,-87.627,2024-05-13,17:41:00,2024,5,13
JH262333,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,25,25,2024-12-21 15:40:46,41.9085,-87.7436,2024-05-13,20:20:00,2024,5,13
JH262382,454.0,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",POLICE FACILITY / VEHICLE PARKING LOT,1,18,8,2024-12-21 15:40:46,41.9031,-87.6432,2024-05-13,21:20:00,2024,5,13
JH261128,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,11,26,2024-12-21 15:40:46,41.8762,-87.7263,2024-05-13,04:48:00,2024,5,13
JH262426,460.0,SIMPLE,STREET,0,7,67,2024-12-21 15:40:46,41.788,-87.6717,2024-05-14,00:25:00,2024,5,14
JH262433,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,2,38,2024-12-21 15:40:46,41.8208,-87.6285,2024-05-14,00:11:00,2024,5,14
JH262454,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,16,15,2024-12-21 15:40:46,41.967,-87.782,2024-05-14,01:06:00,2024,5,14
JH262404,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,7,67,2024-12-21 15:40:46,41.7732,-87.6689,2024-05-13,23:26:00,2024,5,13
JH262425,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,4,43,2024-12-21 15:40:46,41.7537,-87.5565,2024-05-13,23:41:00,2024,5,13
JH261095,486.0,DOMESTIC BATTERY SIMPLE,GAS STATION,0,6,69,2024-12-21 15:40:46,41.7561,-87.6324,2024-05-13,03:19:00,2024,5,13
JH261137,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,4,45,2024-12-21 15:40:46,41.7406,-87.5847,2024-05-13,04:37:00,2024,5,13
JH261012,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,5,53,2024-12-21 15:40:46,41.6772,-87.6298,2024-05-13,00:52:00,2024,5,13
JH262563,496.0,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,1,7,69,2025-05-16 15:41:35,0.0,0.0,2024-05-14,05:30:00,2024,5,14
JH262525,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,6,44,2025-05-16 15:41:35,0.0,0.0,2024-05-14,05:06:00,2024,5,14
JH257930,495.0,AGGRAVATED OF A SENIOR CITIZEN,CTA BUS,0,15,25,2024-12-21 15:40:46,41.8893,-87.7456,2024-05-10,13:45:00,2024,5,10
JH262816,460.0,SIMPLE,RESIDENCE,1,2,35,2025-05-16 15:41:35,0.0,0.0,2024-05-14,09:50:00,2024,5,14
JH262761,440.0,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA BUS,0,2,38,2025-05-16 15:41:35,0.0,0.0,2024-05-14,09:49:00,2024,5,14
JH262962,460.0,SIMPLE,SIDEWALK,0,15,25,2024-12-21 15:40:46,41.8849,-87.7503,2024-05-09,15:45:00,2024,5,9
JH261298,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,6,71,2024-12-21 15:40:46,41.7461,-87.6585,2024-05-13,08:52:00,2024,5,13
JH259166,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,4,46,2024-12-21 15:40:46,41.7512,-87.5699,2024-05-09,03:00:00,2024,5,9
JH263398,460.0,SIMPLE,STREET,0,6,44,2024-12-21 15:40:46,41.7363,-87.6282,2024-05-10,14:15:00,2024,5,10
JH263493,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,8,63,2025-05-16 15:41:35,0.0,0.0,2024-05-14,17:48:00,2024,5,14
JH263551,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,15,25,2025-05-16 15:41:35,0.0,0.0,2024-05-14,17:46:00,2024,5,14
JH263620,460.0,SIMPLE,SIDEWALK,0,20,77,2025-05-16 15:41:35,0.0,0.0,2024-05-14,19:15:00,2024,5,14
JH263466,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,6,71,2025-05-16 15:41:35,0.0,0.0,2024-05-14,17:33:00,2024,5,14
JH263529,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,14,23,2025-05-16 15:41:35,0.0,0.0,2024-05-14,06:30:00,2024,5,14
JH263483,460.0,SIMPLE,BANK,0,1,32,2025-05-16 15:41:35,0.0,0.0,2024-05-14,16:00:00,2024,5,14
JH263451,460.0,SIMPLE,SIDEWALK,0,12,28,2025-05-16 15:41:35,0.0,0.0,2024-05-14,17:23:00,2024,5,14
JH263834,460.0,SIMPLE,CTA BUS,0,17,21,2025-05-16 15:41:35,0.0,0.0,2024-05-14,23:17:00,2024,5,14
JH263848,498.0,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,0,5,54,2025-05-16 15:41:35,0.0,0.0,2024-05-14,22:50:00,2024,5,14
JH263904,460.0,SIMPLE,SCHOOL - PRIVATE GROUNDS,0,1,33,2025-05-16 15:41:35,0.0,0.0,2024-05-14,15:45:00,2024,5,14
JH262706,460.0,SIMPLE,SCHOOL - PUBLIC BUILDING,0,8,57,2025-05-16 15:41:35,0.0,0.0,2024-05-14,08:30:00,2024,5,14
JH263951,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,15,25,2025-05-17 15:40:52,41.8749,-87.7481,2024-05-15,04:27:00,2024,5,15
JH263948,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,33,2025-05-17 15:40:52,41.8537,-87.6222,2024-05-15,03:30:00,2024,5,15
JH262708,460.0,SIMPLE,SCHOOL - PUBLIC BUILDING,0,11,23,2024-12-21 15:40:46,41.8943,-87.7261,2024-05-13,14:00:00,2024,5,13
JH263993,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,6,71,2025-05-16 15:41:35,0.0,0.0,2024-05-15,01:00:00,2024,5,15
JH264260,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,11,26,2025-05-17 15:40:52,41.8819,-87.7342,2024-05-15,07:30:00,2024,5,15
JH264212,497.0,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,0,5,53,2024-12-21 15:40:46,41.6753,-87.6322,2024-05-13,22:00:00,2024,5,13
JH264440,460.0,SIMPLE,APARTMENT,0,22,73,2025-05-17 15:40:52,41.7304,-87.6588,2024-05-15,09:00:00,2024,5,15
JH263069,460.0,SIMPLE,STREET,0,10,29,2024-12-21 15:40:46,41.8656,-87.73,2024-05-14,00:00:00,2024,5,14
JH258343,497.0,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,0,19,3,2024-12-21 15:40:46,41.9626,-87.661,2024-05-10,18:03:00,2024,5,10
JH264559,460.0,SIMPLE,SCHOOL - PUBLIC BUILDING,0,15,25,2024-12-21 15:40:46,41.8978,-87.7655,2024-05-10,07:45:00,2024,5,10
JH264590,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,0,5,49,2025-05-17 15:40:52,41.6927,-87.6129,2024-05-15,15:18:00,2024,5,15
JH264549,460.0,SIMPLE,LIBRARY,0,14,23,2025-05-17 15:40:52,41.9106,-87.7057,2024-05-15,14:30:00,2024,5,15
JH264727,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,6,71,2025-05-17 15:40:52,41.7483,-87.6452,2024-05-15,16:10:00,2024,5,15
JH264413,484.0,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",DEPARTMENT STORE,1,25,20,2025-05-17 15:40:52,41.9316,-87.7427,2024-05-15,12:20:00,2024,5,15
JH264277,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,1,32,2025-05-17 15:40:52,41.8832,-87.6316,2024-05-15,09:00:00,2024,5,15
JH264753,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),0,25,25,2025-05-17 15:40:52,41.9097,-87.7439,2024-05-15,13:50:00,2024,5,15
JH256006,498.0,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",STREET,0,7,67,2024-12-21 15:40:46,41.7862,-87.6595,2024-05-08,21:45:00,2024,5,8
JH263426,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,7,67,2025-05-16 15:41:35,0.0,0.0,2024-05-14,17:04:00,2024,5,14
JH264677,460.0,SIMPLE,SCHOOL - PUBLIC GROUNDS,0,25,23,2025-05-17 15:40:52,41.9035,-87.7178,2024-05-15,09:00:00,2024,5,15
JH264906,460.0,SIMPLE,SCHOOL - PUBLIC GROUNDS,0,10,29,2025-05-17 15:40:52,41.859,-87.7158,2024-05-15,15:00:00,2024,5,15
JH264862,460.0,SIMPLE,CHA APARTMENT,0,1,35,2025-05-17 15:40:52,41.844,-87.6284,2024-05-15,17:50:00,2024,5,15
JH264825,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,18,8,2025-05-17 15:40:52,41.9005,-87.6336,2024-05-15,09:00:00,2024,5,15
JH264676,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,2,38,2025-05-17 15:40:52,41.8157,-87.623,2024-05-15,15:22:00,2024,5,15
JH265082,460.0,SIMPLE,GROCERY FOOD STORE,0,3,43,2025-05-17 15:40:52,41.7661,-87.5735,2024-05-15,19:50:00,2024,5,15
JH264839,496.0,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,RESIDENCE,1,6,71,2025-05-17 15:40:52,41.7386,-87.6668,2024-05-15,17:33:00,2024,5,15
JH264613,496.0,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,1,25,19,2025-05-17 15:40:52,41.9217,-87.7821,2024-05-15,15:06:00,2024,5,15
JH264763,460.0,SIMPLE,SCHOOL - PRIVATE BUILDING,0,22,71,2024-12-21 15:40:46,41.735,-87.6655,2024-05-10,09:00:00,2024,5,10
JH264871,460.0,SIMPLE,STREET,0,10,30,2025-05-17 15:40:52,41.8371,-87.71,2024-05-15,17:58:00,2024,5,15
JH264913,460.0,SIMPLE,APARTMENT,1,6,44,2025-05-17 15:40:52,41.7453,-87.6002,2024-05-15,17:45:00,2024,5,15
JH265143,460.0,SIMPLE,SIDEWALK,0,10,30,2025-05-17 15:40:52,41.8399,-87.7098,2024-05-15,21:27:00,2024,5,15
JH265187,460.0,SIMPLE,STREET,0,1,32,2025-05-17 15:40:52,41.8845,-87.6243,2024-05-15,22:40:00,2024,5,15
JH265000,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,17,13,2025-05-17 15:40:52,41.9926,-87.7214,2024-05-15,18:30:00,2024,5,15
JH265243,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,1,32,2025-05-17 15:40:52,41.8783,-87.6211,2024-05-15,23:00:00,2024,5,15
JH265290,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,2,39,2025-05-17 15:40:52,41.8036,-87.6038,2024-05-16,01:53:00,2024,5,16
JH265197,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,3,43,2025-05-17 15:40:52,41.7666,-87.5788,2024-05-15,21:33:00,2024,5,15
JH265273,484.0,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",HOTEL / MOTEL,1,18,8,2025-05-17 15:40:52,41.889,-87.6269,2024-05-16,01:20:00,2024,5,16
JH265324,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,17,14,2025-05-17 15:40:52,41.9712,-87.7061,2024-05-16,03:55:00,2024,5,16
JH265325,486.0,DOMESTIC BATTERY SIMPLE,VEHICLE NON - COMMERCIAL,0,12,28,2025-05-17 15:40:52,41.8847,-87.6669,2024-05-16,03:50:00,2024,5,16
JH265456,460.0,SIMPLE,STREET,0,22,75,2025-05-17 15:40:52,41.6964,-87.6522,2024-05-15,18:00:00,2024,5,15
JH262793,460.0,SIMPLE,STREET,0,24,1,2025-05-16 15:41:35,0.0,0.0,2024-05-14,10:23:00,2024,5,14
JH265421,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,8,70,2025-05-16 15:41:35,0.0,0.0,2024-05-14,06:40:00,2024,5,14
JH265495,460.0,SIMPLE,PARK PROPERTY,0,15,25,2024-12-21 15:40:46,41.8736,-87.7646,2024-05-12,20:14:00,2024,5,12
JH265597,460.0,SIMPLE,ALLEY,0,10,29,2025-05-16 15:41:35,0.0,0.0,2024-05-14,10:00:00,2024,5,14
JH265390,460.0,SIMPLE,SIDEWALK,1,20,77,2025-05-17 15:40:52,41.984,-87.6689,2024-05-16,07:14:00,2024,5,16
JH265542,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,6,71,2025-05-17 15:40:52,41.7502,-87.6537,2024-05-15,22:34:00,2024,5,15
JH265389,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,9,61,2025-05-17 15:40:52,41.8078,-87.6625,2024-05-16,07:25:00,2024,5,16
JH264328,460.0,SIMPLE,RESIDENCE,0,3,43,2024-12-21 15:40:46,41.7731,-87.5666,2024-05-09,15:00:00,2024,5,9
JH264933,486.0,DOMESTIC BATTERY SIMPLE,SIDEWALK,0,3,69,2025-05-17 15:40:52,41.778,-87.6156,2024-05-15,15:00:00,2024,5,15
JH265652,484.0,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,0,24,1,2025-05-16 15:41:35,0.0,0.0,2024-05-14,12:10:00,2024,5,14
JH265830,460.0,SIMPLE,SCHOOL - PUBLIC GROUNDS,0,8,66,2025-05-17 15:40:52,41.7743,-87.7085,2024-05-16,13:30:00,2024,5,16
JH265691,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,25,20,2024-12-21 15:40:46,41.9141,-87.7301,2024-03-16,22:00:00,2024,3,16
JH265614,420.0,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,0,3,43,2025-05-17 15:40:52,41.7646,-87.5611,2024-05-16,10:35:00,2024,5,16
JH265701,460.0,SIMPLE,SMALL RETAIL STORE,0,5,53,2025-05-17 15:40:52,41.6779,-87.6363,2024-05-16,11:30:00,2024,5,16
JH265977,460.0,SIMPLE,RESIDENCE,0,15,25,2025-05-17 15:40:52,41.8959,-87.7471,2024-05-16,15:12:00,2024,5,16
JH265998,484.0,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PRIVATE BUILDING,0,12,24,2025-05-17 15:40:52,41.902,-87.6951,2024-05-16,14:30:00,2024,5,16
JH265921,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,15,25,2025-05-17 15:40:52,41.8766,-87.7629,2024-05-16,14:00:00,2024,5,16
JH266065,460.0,SIMPLE,STREET,0,12,31,2025-05-17 15:40:52,41.8561,-87.658,2024-05-16,14:56:00,2024,5,16
JH266096,460.0,SIMPLE,SIDEWALK,0,1,32,2025-05-17 15:40:52,41.8675,-87.623,2024-05-16,14:25:00,2024,5,16
JH266324,460.0,SIMPLE,STREET,0,12,24,2024-12-21 15:40:46,41.8925,-87.6612,2024-05-09,15:00:00,2024,5,9
JH266080,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,2,38,2025-05-17 15:40:52,41.8066,-87.6228,2024-05-16,16:21:00,2024,5,16
JH266214,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),0,18,7,2025-05-17 15:40:52,41.9114,-87.6264,2024-05-16,15:42:00,2024,5,16
JH264965,460.0,SIMPLE,SIDEWALK,0,22,75,2025-05-17 15:40:52,41.6949,-87.6553,2024-05-15,18:00:00,2024,5,15
JH266339,460.0,SIMPLE,STREET,0,2,38,2025-05-17 15:40:52,41.8149,-87.6133,2024-05-16,19:16:00,2024,5,16
JH266390,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,11,23,2025-05-17 15:40:52,41.901,-87.7074,2024-05-16,19:57:00,2024,5,16
JH266448,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,3,43,2025-05-17 15:40:52,41.765,-87.5763,2024-05-16,20:00:00,2024,5,16
JH266486,496.0,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,PARKING LOT / GARAGE (NON RESIDENTIAL),1,4,43,2025-05-17 15:40:52,41.7593,-87.5581,2024-05-16,21:20:00,2024,5,16
JH266421,440.0,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,1,11,27,2025-05-17 15:40:52,41.8819,-87.7076,2024-05-16,20:07:00,2024,5,16
JH266506,460.0,SIMPLE,CTA PLATFORM,1,19,6,2025-05-17 15:40:52,41.9473,-87.6535,2024-05-16,21:50:00,2024,5,16
JH266555,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,25,19,2025-05-17 15:40:52,41.9265,-87.7648,2024-05-16,22:30:00,2024,5,16
JH265326,460.0,SIMPLE,CTA TRAIN,0,1,32,2025-05-17 15:40:52,41.8781,-87.6357,2024-05-16,02:50:00,2024,5,16
JH265314,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,CTA PLATFORM,0,9,34,2025-05-17 15:40:52,41.8529,-87.6309,2024-05-16,02:45:00,2024,5,16
JH266598,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,16,15,2025-05-17 15:40:52,41.9652,-87.7584,2024-05-17,00:43:00,2024,5,17
JH266619,460.0,SIMPLE,RESIDENCE,0,5,49,2025-05-17 15:40:52,41.7194,-87.6262,2024-05-17,01:17:00,2024,5,17
JH266560,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,POOL ROOM,1,17,16,2025-05-17 15:40:52,41.9612,-87.7099,2024-05-16,23:10:00,2024,5,16
JH266656,460.0,SIMPLE,BAR OR TAVERN,1,18,8,2025-05-17 15:40:52,41.9039,-87.6294,2024-05-17,02:38:00,2024,5,17
JH266631,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,4,43,2025-05-17 15:40:52,41.7583,-87.5615,2024-05-17,01:39:00,2024,5,17
JH265793,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,17,21,2025-05-17 15:40:52,41.9392,-87.7204,2024-05-16,12:30:00,2024,5,16
JH266756,460.0,SIMPLE,GROCERY FOOD STORE,0,12,28,2025-05-17 15:40:52,41.8885,-87.6443,2024-05-17,06:50:00,2024,5,17
JH265662,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,10,29,2025-05-16 15:41:35,0.0,0.0,2024-05-15,01:00:00,2024,5,15
JH267060,460.0,SIMPLE,STREET,0,15,25,2025-05-17 15:40:52,41.8868,-87.7553,2024-05-16,15:30:00,2024,5,16
JH266949,460.0,SIMPLE,DRUG STORE,0,8,66,2025-05-17 15:40:52,41.7792,-87.6864,2024-05-17,10:03:00,2024,5,17
JH267025,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,16,15,2025-05-17 15:40:52,41.967,-87.765,2024-05-17,10:40:00,2024,5,17
JH266889,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,6,71,2025-05-17 15:40:52,41.7409,-87.6387,2024-05-17,07:00:00,2024,5,17
JH267222,460.0,SIMPLE,RESIDENCE - YARD (FRONT / BACK),0,10,29,2025-05-17 15:40:52,41.8578,-87.7042,2024-05-17,13:01:00,2024,5,17
JH267399,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,11,27,2025-05-17 15:40:52,41.872,-87.6946,2024-05-17,15:00:00,2024,5,17
JH267379,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,9,61,2025-05-17 15:40:52,41.8038,-87.6734,2024-05-17,14:23:00,2024,5,17
JH267235,486.0,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),0,24,77,2025-05-17 15:40:52,41.9947,-87.6702,2024-05-17,12:28:00,2024,5,17
JH267246,460.0,SIMPLE,SCHOOL - PUBLIC GROUNDS,0,12,28,2025-05-17 15:40:52,41.8776,-87.6831,2024-05-15,15:20:00,2024,5,15
JH267688,460.0,SIMPLE,COMMERCIAL / BUSINESS OFFICE,0,24,2,2025-05-17 15:40:52,41.9978,-87.6867,2024-05-17,18:28:00,2024,5,17
JH267796,440.0,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA STATION,1,19,3,2025-05-17 15:40:52,41.9654,-87.658,2024-05-17,19:20:00,2024,5,17
JH267773,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,12,28,2025-05-17 15:40:52,41.8779,-87.6478,2024-05-17,16:00:00,2024,5,17
JH267713,460.0,SIMPLE,CHA APARTMENT,0,20,3,2025-05-17 15:40:52,41.9724,-87.6563,2024-05-17,18:15:00,2024,5,17
JH267820,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,VEHICLE NON - COMMERCIAL,0,25,23,2025-05-17 15:40:52,41.9056,-87.7338,2024-05-17,11:30:00,2024,5,17
JH267859,486.0,DOMESTIC BATTERY SIMPLE,CTA BUS,0,15,25,2025-05-17 15:40:52,41.8928,-87.7739,2024-05-17,20:00:00,2024,5,17
JH267584,460.0,SIMPLE,HOSPITAL BUILDING / GROUNDS,0,15,25,2025-05-17 15:40:52,41.8767,-87.7538,2024-05-17,11:00:00,2024,5,17
JH267981,498.0,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,1,3,40,2025-05-17 15:40:52,41.7809,-87.622,2024-05-17,22:39:00,2024,5,17
JH268011,460.0,SIMPLE,BAR OR TAVERN,0,19,7,2025-05-17 15:40:52,41.926,-87.6496,2024-05-17,23:45:00,2024,5,17
JH266597,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,32,2025-05-17 15:40:52,41.8745,-87.6341,2024-05-17,00:35:00,2024,5,17
JH268088,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,10,30,2025-05-17 15:40:52,41.8474,-87.7246,2024-05-18,00:15:00,2024,5,18
JH268148,498.0,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,1,2,41,2025-05-17 15:40:52,41.8004,-87.6052,2024-05-18,01:50:00,2024,5,18
JH268160,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,9,61,2025-05-17 15:40:52,41.8064,-87.6576,2024-05-18,02:41:00,2024,5,18
JH268078,460.0,SIMPLE,ALLEY,0,25,23,2025-05-17 15:40:52,41.9038,-87.7288,2024-05-18,00:58:00,2024,5,18
JH268142,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,25,23,2025-05-17 15:40:52,41.9069,-87.735,2024-05-18,01:40:00,2024,5,18
JH268184,460.0,SIMPLE,APARTMENT,0,12,24,2025-05-17 15:40:52,41.8952,-87.6604,2024-05-18,03:09:00,2024,5,18
JH268064,496.0,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,STREET,0,4,55,2025-05-17 15:40:52,41.6581,-87.5447,2024-05-18,00:30:00,2024,5,18
JH268163,497.0,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,1,4,46,2025-05-17 15:40:52,41.7493,-87.5468,2024-05-18,02:30:00,2024,5,18
JH268141,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,3,43,2025-05-17 15:40:52,41.7603,-87.5648,2024-05-18,01:20:00,2024,5,18
JH261076,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,9,61,2024-12-21 15:40:46,41.8071,-87.6441,2024-05-13,02:47:00,2024,5,13
JH268098,460.0,SIMPLE,STREET,0,15,25,2025-05-17 15:40:52,41.8802,-87.7704,2024-05-18,01:30:00,2024,5,18
JH268153,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,7,68,2025-05-17 15:40:52,41.7671,-87.6412,2024-05-18,02:43:00,2024,5,18
JH268198,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,6,44,2025-05-17 15:40:52,41.7501,-87.6293,2024-05-18,03:15:00,2024,5,18
JH267267,460.0,SIMPLE,CTA BUS STOP,0,10,29,2025-05-17 15:40:52,41.8662,-87.7245,2024-05-17,13:30:00,2024,5,17
JH268265,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,12,31,2025-05-17 15:40:52,41.855,-87.6673,2024-05-17,19:00:00,2024,5,17
JH268534,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,9,37,2025-05-17 15:40:52,41.8169,-87.6336,2024-05-18,12:25:00,2024,5,18
JH268416,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,5,49,2025-05-17 15:40:52,41.6953,-87.6263,2024-05-18,09:30:00,2024,5,18
JH268518,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,SMALL RETAIL STORE,0,10,30,2025-05-17 15:40:52,41.8444,-87.7164,2024-05-18,12:05:00,2024,5,18
JH268545,460.0,SIMPLE,SIDEWALK,0,5,49,2025-05-17 15:40:52,41.6925,-87.629,2024-05-18,12:18:00,2024,5,18
JH268495,460.0,SIMPLE,APARTMENT,0,6,44,2025-05-17 15:40:52,41.7447,-87.6135,2024-05-18,11:12:00,2024,5,18
JH267860,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,8,66,2025-05-17 15:40:52,41.764,-87.7101,2024-05-17,20:13:00,2024,5,17
JH268714,496.0,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,RESIDENCE,1,25,21,2025-05-17 15:40:52,41.9342,-87.7246,2024-05-18,14:00:00,2024,5,18
JH268698,420.0,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,DEPARTMENT STORE,0,1,32,2025-05-17 15:40:52,41.8845,-87.627,2024-05-18,14:56:00,2024,5,18
JH267703,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,3,43,2025-05-17 15:40:52,41.7669,-87.5776,2024-05-17,18:00:00,2024,5,17
JH268980,460.0,SIMPLE,SIDEWALK,0,6,49,2025-05-17 15:40:52,41.7349,-87.6319,2024-05-16,18:30:00,2024,5,16
JH268918,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,9,61,2025-05-17 15:40:52,41.8078,-87.6759,2024-05-18,17:35:00,2024,5,18
JH268609,460.0,SIMPLE,STREET,0,7,68,2024-12-21 15:40:46,41.7734,-87.6407,2024-05-12,19:00:00,2024,5,12
JH268962,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,4,52,2025-05-17 15:40:52,41.693,-87.5341,2024-05-18,10:00:00,2024,5,18
JH268898,460.0,SIMPLE,STREET,0,3,42,2025-05-17 15:40:52,41.7812,-87.5748,2024-05-18,17:28:00,2024,5,18
JH269025,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE - YARD (FRONT / BACK),0,14,21,2025-05-17 15:40:52,41.934,-87.691,2024-05-18,19:00:00,2024,5,18
